web-scraper-order,web-scraper-start-url,big_figure_link,big_figure_link-href,figure_link,figure_link-href,name,description,image-src,retail_price,buy_price,auction_price
"1700783082-2434","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Ch'od","https://www.actionfigure411.com/marvel/marvel-legends-xmen-generation-x-chod-baf-wave-1-price-guide.php","Fang","https://www.actionfigure411.com/marvel/marvel-legends-chod-fang-5598.php","Marvel Legends Fang Ch'od Build A Figure","Marvel Legends Fang Ch'od Build A Figure 
Wolverine takes advantage of his likeness to Imperial Guard Fang and impersonates him to infiltrate the Shi’ar



Includes head to complete Ch'od Build-A-Figure.","/marvel/images/thumbs/fang-5598.jpg","C$34.25","null","null"
"1700783084-2435","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Ch'od","https://www.actionfigure411.com/marvel/marvel-legends-xmen-generation-x-chod-baf-wave-1-price-guide.php","Emma Frost","https://www.actionfigure411.com/marvel/marvel-legends-chod-emma-frost-5597.php","Marvel Legends Emma Frost Ch'od Build A Figure","Marvel Legends Emma Frost Ch'od Build A Figure 
The former Hellfire Club White Queen must grapple with her teammates’ misgivings about her joining the X-Men, as well as her own.



Includes right leg to complete Ch'od Build-A-Figure.","/marvel/images/thumbs/emma-frost-5597.jpg","C$34.25","null","C$17.13"
"1700783086-2436","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Ch'od","https://www.actionfigure411.com/marvel/marvel-legends-xmen-generation-x-chod-baf-wave-1-price-guide.php","Cyclops","https://www.actionfigure411.com/marvel/marvel-legends-chod-cyclops-5596.php","Marvel Legends Cyclops Ch'od Build A Figure","Marvel Legends Cyclops Ch'od Build A Figure 
With the loss of Jean Grey still weighing on the team, Cyclops must rally the X-Men to face unprecedented new threats.



Does not include a BAF part.","/marvel/images/thumbs/cyclops-5596.jpg","C$34.25","null","null"
"1700783089-2437","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Ch'od","https://www.actionfigure411.com/marvel/marvel-legends-xmen-generation-x-chod-baf-wave-1-price-guide.php","Corsair","https://www.actionfigure411.com/marvel/marvel-legends-chod-corsair-5600.php","Marvel Legends Corsair Ch'od Build A Figure","Marvel Legends Corsair Ch'od Build A Figure 
Cyclops' world is forever changed when Starjammer Captain and cavalier space pirate Corsair reveals he’s Christopher Summers, Scott’s long-lost father.



Includes right arm to complete Ch'od Build-A-Figure.","/marvel/images/thumbs/corsair-5600.jpg","C$34.25","null","null"
"1700783091-2438","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Ch'od","https://www.actionfigure411.com/marvel/marvel-legends-xmen-generation-x-chod-baf-wave-1-price-guide.php","Chamber","https://www.actionfigure411.com/marvel/marvel-legends-chod-chamber-5602.php","Marvel Legends Chamber Ch'od Build A Figure","Marvel Legends Chamber Ch'od Build A Figure 
At the Massachusetts Academy and as a member of Generation X, Chamber learns to manage his biokinetic flame which covers his chest and face.



Includes left arm to complete Ch'od Build-A-Figure.","/marvel/images/thumbs/chamber-5602.jpg","C$34.25","null","null"
"1700783093-2439","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Ch'od","https://www.actionfigure411.com/marvel/marvel-legends-xmen-generation-x-chod-baf-wave-1-price-guide.php","Ch'od (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-chod-chod-baf-5603.php","Marvel Legends Ch'od (BAF) Ch'od Build A Figure","Marvel Legends Ch'od (BAF) Ch'od Build A Figure 
Ch'od Build-A-Figure","/marvel/images/thumbs/chod-baf-5603.jpg","Marvel","null","C$97.76"
"1700783097-2440","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cassie Lang","https://www.actionfigure411.com/marvel/marvel-legends-antman-the-wasp-quantumania-cassie-lang-baf-wave-1-price-guide.php","Wasp","https://www.actionfigure411.com/marvel/marvel-legends-cassie-lang-wasp-5814.php","Marvel Legends Wasp Cassie Lang Build A Figure","Marvel Legends Wasp Cassie Lang Build A Figure 
Hope Van Dyne is now the leader of Pym Van Dyne Industries, a global organization focused on improving life on Earth with groundbreaking technology.



Includes right leg to complete Cassie Lang Build-A-Figure.","/marvel/images/thumbs/wasp-5814.jpg","C$34.25","C$22.92","C$20.94"
"1700783100-2441","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cassie Lang","https://www.actionfigure411.com/marvel/marvel-legends-antman-the-wasp-quantumania-cassie-lang-baf-wave-1-price-guide.php","Ultron","https://www.actionfigure411.com/marvel/marvel-legends-cassie-lang-ultron-5816.php","Marvel Legends Ultron Cassie Lang Build A Figure","Marvel Legends Ultron Cassie Lang Build A Figure 
Robot. Maniacal genius. Science experiment gone wrong. Ultron is the supreme weapon of mass destruction and a mortal threat to his creator Hank Pym, the Avengers, and all humankind.



Includes left arm to complete Cassie Lang Build-A-Figure.","/marvel/images/thumbs/ultron-5816.jpg","C$34.25","C$32.31","C$28.37"
"1700783102-2442","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cassie Lang","https://www.actionfigure411.com/marvel/marvel-legends-antman-the-wasp-quantumania-cassie-lang-baf-wave-1-price-guide.php","Kang The Conqueror","https://www.actionfigure411.com/marvel/marvel-legends-cassie-lang-kang-the-conqueror-5815.php","Marvel Legends Kang The Conqueror Cassie Lang Build A Figure","Marvel Legends Kang The Conqueror Cassie Lang Build A Figure 
Kang, a fearsome warlord with a mysterious past, has conquered the Quantum Realm and rules over all citizens with a brutal totalitarian hand.



Includes head to complete Cassie Lang Build-A-Figure.","/marvel/images/thumbs/kang-the-conqueror-5815.jpg","C$34.25","C$32.83","C$31.87"
"1700783104-2443","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cassie Lang","https://www.actionfigure411.com/marvel/marvel-legends-antman-the-wasp-quantumania-cassie-lang-baf-wave-1-price-guide.php","Future Ant-Man","https://www.actionfigure411.com/marvel/marvel-legends-cassie-lang-future-ant-man-5819.php","Marvel Legends Future Ant-Man Cassie Lang Build A Figure","Marvel Legends Future Ant-Man Cassie Lang Build A Figure 
With a sleek new costume and honed capabilities, the new Ant-Man from the future carries on the heroic legacy of Hank Pym, Scott Lang, and Eric O’Grady.



Includes right arm to complete Cassie Lang Build-A-Figure.","/marvel/images/thumbs/future-ant-man-5819.jpg","C$34.25","C$27.67","C$22.09"
"1700783106-2444","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cassie Lang","https://www.actionfigure411.com/marvel/marvel-legends-antman-the-wasp-quantumania-cassie-lang-baf-wave-1-price-guide.php","Egghead","https://www.actionfigure411.com/marvel/marvel-legends-cassie-lang-egghead-5817.php","Marvel Legends Egghead Cassie Lang Build A Figure","Marvel Legends Egghead Cassie Lang Build A Figure 
An egg-slinging scientific genius, Dr. Elihas Starr began as a criminal underdog and rose to become a worthy adversary of Ant-Man and the Avengers.



Includes torso to complete Cassie Lang Build-A-Figure.","/marvel/images/thumbs/egghead-5817.jpg","C$34.24","C$29.85","C$29.61"
"1700783108-2445","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cassie Lang","https://www.actionfigure411.com/marvel/marvel-legends-antman-the-wasp-quantumania-cassie-lang-baf-wave-1-price-guide.php","Crossfire","https://www.actionfigure411.com/marvel/marvel-legends-cassie-lang-crossfire-5818.php","Marvel Legends Crossfire Cassie Lang Build A Figure","Marvel Legends Crossfire Cassie Lang Build A Figure 
Ex-CIA agent William Cross uses his espionage training and brainwashing technology to wreak havoc on superhumans with chaos as his goal.



Includes left leg to complete Cassie Lang Build-A-Figure.","/marvel/images/thumbs/crossfire-5818.jpg","C$34.25","C$37.20","C$30.29"
"1700783111-2446","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cassie Lang","https://www.actionfigure411.com/marvel/marvel-legends-antman-the-wasp-quantumania-cassie-lang-baf-wave-1-price-guide.php","Cassie Lang (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-cassie-lang-cassie-lang-baf-5820.php","Marvel Legends Cassie Lang (BAF) Cassie Lang Build A Figure","Marvel Legends Cassie Lang (BAF) Cassie Lang Build A Figure 
Cassie Lang Build-A-Figure released in 2023 as part of the Ant-Man & The Wasp Quantumania movie release.","/marvel/images/thumbs/cassie-lang-baf-5820.jpg","Marvel","C$61.21","C$121.50"
"1700783113-2447","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cassie Lang","https://www.actionfigure411.com/marvel/marvel-legends-antman-the-wasp-quantumania-cassie-lang-baf-wave-1-price-guide.php","Ant-Man","https://www.actionfigure411.com/marvel/marvel-legends-cassie-lang-ant-man-5813.php","Marvel Legends Ant-Man Cassie Lang Build A Figure","Marvel Legends Ant-Man Cassie Lang Build A Figure 
While he occasionally dons the Ant-Man suit to promote his new autobiography, Scott Lang has put his super hero days behind him to bond with his daughter, Cassie.



Does not include a BAF part.","/marvel/images/thumbs/ant-man-5813.jpg","C$34.25","C$28.33","C$28.10"
"1700783117-2448","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Caliban","https://www.actionfigure411.com/marvel/marvel-legends-xmen-caliban-baf-wave-1-price-guide.php","Weapon-X","https://www.actionfigure411.com/marvel/marvel-legends-caliban-weapon-x-1196.php","Marvel Legends Weapon-X Caliban Build A Figure","Marvel Legends Weapon-X Caliban Build A Figure 
Marvel Legends Weapon-X from the Caliban Build A Figure series. Weapon X fan figure with premium design, detail, and articulation for high poseability and display in a Marvel collection. Includes left leg to complete Caliban BAF.","/marvel/images/thumbs/weapon-x-1196.jpg","C$27.40","C$37.58","C$34.54"
"1700783119-2449","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Caliban","https://www.actionfigure411.com/marvel/marvel-legends-xmen-caliban-baf-wave-1-price-guide.php","Skullbuster","https://www.actionfigure411.com/marvel/marvel-legends-caliban-skullbuster-1195.php","Marvel Legends Skullbuster Caliban Build A Figure","Marvel Legends Skullbuster Caliban Build A Figure 
Marvel Legends Skullbuster from the Caliban Build A Figure series. An enemy of the X-Men, the cyborg Skullbuster is a member of the villainous gang called the Reavers. Includes right arm to complete Caliban BAF.","/marvel/images/thumbs/skullbuster-1195.jpg","C$27.40","C$53.22","C$46.13"
"1700783122-2450","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Caliban","https://www.actionfigure411.com/marvel/marvel-legends-xmen-caliban-baf-wave-1-price-guide.php","Jubilee","https://www.actionfigure411.com/marvel/marvel-legends-caliban-jubilee-1199.php","Marvel Legends Jubilee Caliban Build A Figure","Marvel Legends Jubilee Caliban Build A Figure 
Marvel Legends Jubilee from the Caliban Build A Figure series. The mutant Jubilee generates pyrotechnic energy blasts that she calls fireworks, capable of blinding enemies or causing serious damage. Includes torso to complete Caliban BAF.","/marvel/images/thumbs/jubilee-1199.jpg","C$27.40","C$60.48","C$56.62"
"1700783124-2451","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Caliban","https://www.actionfigure411.com/marvel/marvel-legends-xmen-caliban-baf-wave-1-price-guide.php","Gambit","https://www.actionfigure411.com/marvel/marvel-legends-caliban-gambit-1198.php","Marvel Legends Gambit Caliban Build A Figure","Marvel Legends Gambit Caliban Build A Figure 
Marvel Legends Gambit from the Caliban Build A Figure series. Remy LeBeau is an ex-thief from New Orleans with the mutant ability to convert energy and cause objects to explode. Does not include a BAF piece.","/marvel/images/thumbs/gambit-1198.jpg","C$27.40","C$39.17","C$35.35"
"1700783126-2452","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Caliban","https://www.actionfigure411.com/marvel/marvel-legends-xmen-caliban-baf-wave-1-price-guide.php","Forge","https://www.actionfigure411.com/marvel/marvel-legends-caliban-forge-1200.php","Marvel Legends Forge Caliban Build A Figure","Marvel Legends Forge Caliban Build A Figure 
Marvel Legends Forge from the Caliban Build A Figure series. Living up to his name, Forge is an expert inventor who supplies the X-Men and other groups with advanced technology. Includes left arm to complete Caliban BAF.","/marvel/images/thumbs/forge-1200.jpg","C$27.40","C$42.86","C$42.71"
"1700783128-2453","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Caliban","https://www.actionfigure411.com/marvel/marvel-legends-xmen-caliban-baf-wave-1-price-guide.php","Caliban (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-caliban-caliban-baf-1201.php","Marvel Legends Caliban (BAF) Caliban Build A Figure","Marvel Legends Caliban (BAF) Caliban Build A Figure 
Marvel Legends Caliban Build-A-Figure","/marvel/images/thumbs/caliban-baf-1201.jpg","Marvel","C$53.60","C$47.04"
"1700783130-2454","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Caliban","https://www.actionfigure411.com/marvel/marvel-legends-xmen-caliban-baf-wave-1-price-guide.php","Blink","https://www.actionfigure411.com/marvel/marvel-legends-caliban-blink-1197.php","Marvel Legends Blink Caliban Build A Figure","Marvel Legends Blink Caliban Build A Figure 
Marvel Legends Blink from the Caliban Build A Figure series. Clarice Ferguson uses her mutant ability of teleportation to disappear and reappear in the blink of an eye. Includes right leg to complete Caliban BAF.","/marvel/images/thumbs/blink-1197.jpg","C$27.40","C$26.67","C$23.22"
"1700783132-2455","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Caliban","https://www.actionfigure411.com/marvel/marvel-legends-xmen-caliban-baf-wave-1-price-guide.php","Beast","https://www.actionfigure411.com/marvel/marvel-legends-caliban-beast-1194.php","Marvel Legends Beast Caliban Build A Figure","Marvel Legends Beast Caliban Build A Figure 
Marvel Legends Beast from the Caliban Build A Figure series. One of the original X-Men, Hank McCoy is a genius whose Mutant ability gives him a blue and furry beast-like appearance. Includes head to complete Caliban BAF.","/marvel/images/thumbs/beast-1194.jpg","C$27.40","C$69.26","C$58.15"
"1700783137-2456","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Bonebreaker","https://www.actionfigure411.com/marvel/marvel-legends-xmen-return-of-wolverine-bonebreaker-baf-wave-1-price-guide.php","Wolverine","https://www.actionfigure411.com/marvel/marvel-legends-bonebreaker-wolverine-3950.php","Marvel Legends Wolverine Bonebreaker Build A Figure","Marvel Legends Wolverine Bonebreaker Build A Figure 
Suddenly resurrected and bearing super-heated adamantium claws, once again Wolverine must fight to reclaim his freedom, and his mind. Does not include a BAF part.","/marvel/images/thumbs/wolverine-3950.jpg","C$31.51","C$31.19","C$27.77"
"1700783139-2457","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Bonebreaker","https://www.actionfigure411.com/marvel/marvel-legends-xmen-return-of-wolverine-bonebreaker-baf-wave-1-price-guide.php","Vulcan","https://www.actionfigure411.com/marvel/marvel-legends-bonebreaker-vulcan-3953.php","Marvel Legends Vulcan Bonebreaker Build A Figure","Marvel Legends Vulcan Bonebreaker Build A Figure 
Vulcan sets his sights on total galactic conquest. Standing in his way are the X-Men, the Inhumans, the Kree…and his brother Havok!","/marvel/images/thumbs/vulcan-3953.jpg","C$31.51","C$19.70","C$17.93"
