web-scraper-order,web-scraper-start-url,figure_link,figure_link-href,name,description,image-src,retail_price,buy_price,auction_price
"1700780533-1469","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Clone Trooper (501st Legion - Clone Wars)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/clone-trooper-501st-legion-clone-wars-3958.php","Star Wars The Vintage Collection Clone Trooper (501st Legion - Clone Wars)","Star Wars The Vintage Collection Clone Trooper (501st Legion - Clone Wars) 
Led by Captain Rex, the 501st Legion is a tight-knit squadron of clone troopers known for strength of character and unwavering loyalty.","/star-wars/images/thumbs/clone-trooper-501st-legion-clone-wars-3958.jpg","59","C$22.86","C$18.89"
"1700780535-1470","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Bespin Security Guard (Isdam Edian)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/bespin-security-guard-isdam-edian-4113.php","Star Wars The Vintage Collection Bespin Security Guard (Isdam Edian)","Star Wars The Vintage Collection Bespin Security Guard (Isdam Edian) 
espin Security operated under Cloud City’s administrator, Lando Calrissian, who worked to make the gas mine profitable without attracting the attention of the Mining Guild or the Empire.","/star-wars/images/thumbs/bespin-security-guard-isdam-edian-4113.jpg","16","C$24.55","C$21.41"
"1700780537-1471","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Lando Calrissian (Gaming Greats)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/lando-calrissian-gaming-greats-4123.php","Star Wars The Vintage Collection Lando Calrissian (Gaming Greats)","Star Wars The Vintage Collection Lando Calrissian (Gaming Greats) 
A sportsman seeking fortune at the sabacc tables, Lando had a reputation as a bit of a rogue, but he usually fights on the side of good in this battle across all three eras of the Star Wars Galaxy.","/star-wars/images/thumbs/lando-calrissian-gaming-greats-4123.jpg","C$19.17","C$27.19","C$58.36"
"1700780539-1472","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","ARC Trooper (Umbra Operative)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/arc-trooper-umbra-operative-3770.php","Star Wars The Vintage Collection ARC Trooper (Umbra Operative)","Star Wars The Vintage Collection ARC Trooper (Umbra Operative) 
Star Wars Vintage Collection ARC Trooper (Umbra Operative) exclusive to Entertainment Earth.","/star-wars/images/thumbs/arc-trooper-umbra-operative-3770.jpg","60","C$26.36","C$22.56"
"1700780541-1473","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","ARC Trooper (Lambent Seeker)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/arc-trooper-lambent-seeker-3771.php","Star Wars The Vintage Collection ARC Trooper (Lambent Seeker)","Star Wars The Vintage Collection ARC Trooper (Lambent Seeker) 
Star Wars Vintage Collection ARC Trooper (Lambent Seeker) exclusive to Entertainment Earth.","/star-wars/images/thumbs/arc-trooper-lambent-seeker-3771.jpg","59","C$22.83","C$21.00"
"1700780543-1474","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","ARC Trooper (Battlefront II)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/arc-trooper-battlefront-ii-3769.php","Star Wars The Vintage Collection ARC Trooper (Battlefront II)","Star Wars The Vintage Collection ARC Trooper (Battlefront II) 
Star Wars Vintage Collection ARC Trooper (Battlefront II) exclusive to BigBadToyStore.","/star-wars/images/thumbs/arc-trooper-battlefront-ii-3769.jpg","45","C$34.51","C$33.22"
"1700780545-1475","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","R2-D2 (Sensorscope)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/r2-d2-sensorscope-4112.php","Star Wars The Vintage Collection R2-D2 (Sensorscope)","Star Wars The Vintage Collection R2-D2 (Sensorscope) 
A skilled starship mechanic and fighter pilot's assistant, he has an unlikely but enduring friendship with the fussy protocol droid C-3PO.","/star-wars/images/thumbs/r2-d2-sensorscope-4112.jpg","45","C$20.42","C$18.15"
"1700780548-1476","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Bespin Security Guard (Helder Spinoza)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/bespin-security-guard-helder-spinoza-4116.php","Star Wars The Vintage Collection Bespin Security Guard (Helder Spinoza)","Star Wars The Vintage Collection Bespin Security Guard (Helder Spinoza) 
Bespin Security worked under Cloud City’s administrator, Lando Calrissian, who worked to make the gas mine profitable without attracting the attention of the Mining Guild or the Empire.","/star-wars/images/thumbs/bespin-security-guard-helder-spinoza-4116.jpg","23","C$24.37","C$23.53"
"1700780550-1477","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Imperial Gunner","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/imperial-gunner-4115.php","Star Wars The Vintage Collection Imperial Gunner","Star Wars The Vintage Collection Imperial Gunner 
Crews of gunners served aboard both Imperial battle stations, manning their heavy turbolasers. Elite gunners operated the Death Star superlaser.","/star-wars/images/thumbs/imperial-gunner-4115.jpg","39","C$25.07","C$22.23"
"1700780552-1478","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Stormtrooper (ANH)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/stormtrooper-anh-4114.php","Star Wars The Vintage Collection Stormtrooper (ANH)","Star Wars The Vintage Collection Stormtrooper (ANH) 
Elite shock troops fanatically loyal to the Empire and impossible to sway from the Imperial cause. They wear white armor that offers a wide range of survival equipment.","/star-wars/images/thumbs/stormtrooper-anh-4114.jpg","19","C$31.98","C$27.85"
"1700780554-1479","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Koska Reeves","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/koska-reeves-3987.php","Star Wars The Vintage Collection Koska Reeves","Star Wars The Vintage Collection Koska Reeves 
A master of hand-to-hand combat, Koska Reeves is loyal to Bo-Katan and is a member of a band of Clan Kryze Mandalorians striking back at the Imperial remnant.","/star-wars/images/thumbs/koska-reeves-3987.jpg","60","C$22.03","C$17.57"
"1700780556-1480","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Migs Mayfeld","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/migs-mayfeld-3988.php","Star Wars The Vintage Collection Migs Mayfeld","Star Wars The Vintage Collection Migs Mayfeld 
Ex-Imperial sharpshooter, Migs Mayfeld was once the smart-mouthed leader of a gang of criminals. Mayfeld’s skills help The Mandalorian to rescue Grogu from Moff Gideon.","/star-wars/images/thumbs/migs-mayfeld-3988.jpg","59","C$20.44","C$17.60"
"1700780558-1481","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Axe Woves","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/axe-woves-3989.php","Star Wars The Vintage Collection Axe Woves","Star Wars The Vintage Collection Axe Woves 
A skilled warrior, Axe Woves is loyal to Bo-Katan and is a member of a band of Clan Kryze Mandalorians striking back at the Imperial remnant.","/star-wars/images/thumbs/axe-woves-3989.jpg","59","C$21.46","C$18.89"
"1700780561-1482","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Kuiil","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/kuiil-2532.php","Star Wars The Vintage Collection Kuiil","Star Wars The Vintage Collection Kuiil 
A vapor farmer on Arvala-7, Kuiil came to seek peace in an out of the way world, which is now being trespassed upon by criminals and mercenaries.","/star-wars/images/thumbs/kuiil-2532.jpg","55","C$14.91","C$12.36"
"1700780563-1483","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Bo-Katan Kryze","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/bo-katan-kryze-2531.php","Star Wars The Vintage Collection Bo-Katan Kryze","Star Wars The Vintage Collection Bo-Katan Kryze 
A gifted warrior and legendary Mandalorian, Bo-Katan Kryze is the last of her line. She leads a team of Clan Kryze Mandalorians striking back at the Imperial remnant.","/star-wars/images/thumbs/bo-katan-kryze-2531.jpg","59","C$21.61","C$18.69"
"1700780565-1484","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Mythrol","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/mythrol-2530.php","Star Wars The Vintage Collection Mythrol","Star Wars The Vintage Collection Mythrol 
Once the Mandalorian's bounty, the fledgling Mythrol is now trying to make a living in the office of the Magistrate of Nevarro.","/star-wars/images/thumbs/mythrol-2530.jpg","57","C$17.27","C$14.72"
"1700780567-1485","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Bib Fortuna","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/bib-fortuna-3205.php","Star Wars The Vintage Collection Bib Fortuna","Star Wars The Vintage Collection Bib Fortuna 
Those attempting to do business with Jabba the Hutt first needed to maneuver past his pasty-faced majordomo, the Twi'lek Bib Fortuna.","/star-wars/images/thumbs/bib-fortuna-3205.jpg","59","C$23.70","C$27.32"
"1700780570-1486","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Lobot","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/lobot-3207.php","Star Wars The Vintage Collection Lobot","Star Wars The Vintage Collection Lobot 
Never far from Baron Administrator Lando Calrissian's side was Lobot, Calrissian's aide and Cloud City's computer liaison officer.","/star-wars/images/thumbs/lobot-3207.jpg","60","C$13.28","C$11.42"
"1700780572-1487","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Ahsoka Tano (Corvus)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/ahsoka-tano-corvus-3627.php","Star Wars The Vintage Collection Ahsoka Tano (Corvus)","Star Wars The Vintage Collection Ahsoka Tano (Corvus) 
A Clone Wars veteran and now wandering Jedi, Ahsoka Tano forges her own path in the galaxy, righting injustices that she discovers.","/star-wars/images/thumbs/ahsoka-tano-corvus-3627.jpg","58","C$18.38","C$15.08"
"1700780574-1488","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Fennec Shand","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/fennec-shand-3733.php","Star Wars The Vintage Collection Fennec Shand","Star Wars The Vintage Collection Fennec Shand 
An assassin and elite mercenary, Fennec Shand has worked for all the top syndicates. Clever, capable, and cunning, she is not to be underestimated and is full of surprises.","/star-wars/images/thumbs/fennec-shand-3733.jpg","59","C$19.38","C$16.97"
"1700780576-1489","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Imperial Death Trooper (Nevarro)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/imperial-death-trooper-nevarro-3776.php","Star Wars The Vintage Collection Imperial Death Trooper (Nevarro)","Star Wars The Vintage Collection Imperial Death Trooper (Nevarro) 
Star Wars Vintage Collection Imperial Death Trooper (Nevarro) that is included with the Nevarro Cantina playset.","/star-wars/images/thumbs/imperial-death-trooper-nevarro-3776.jpg","Star Wars","C$33.33","C$39.73"
"1700780578-1490","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Mandalorian (Death Watch)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/mandalorian-death-watch-3628.php","Star Wars The Vintage Collection Mandalorian (Death Watch)","Star Wars The Vintage Collection Mandalorian (Death Watch) 
The warrior clans of Mandalore were believed to have been wiped out ages ago. But they were resurrected, and with them, their legendary combat armor that was feared across the galaxy.","/star-wars/images/thumbs/mandalorian-death-watch-3628.jpg","59","C$21.13","C$17.71"
"1700780580-1491","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Yoda (ESB)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/yoda-esb-3808.php","Star Wars The Vintage Collection Yoda (ESB)","Star Wars The Vintage Collection Yoda (ESB) 
Yoda was a legendary Jedi Master and stronger than most in his connection with the Force. Small in size but wise and powerful, he trained Jedi for over 800 years.","/star-wars/images/thumbs/yoda-esb-3808.jpg","60","C$19.15","C$15.75"
"1700780583-1492","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Aayla Secura (Tartakovsky)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/aayla-secura-tartakovsky-2881.php","Star Wars The Vintage Collection Aayla Secura (Tartakovsky)","Star Wars The Vintage Collection Aayla Secura (Tartakovsky) 
A cunning warrior and Jedi Knight during the rise of the Clone Wars, Aayla fought alongside Clone Commander Bly on many exotic battlefields.","/star-wars/images/thumbs/aayla-secura-tartakovsky-2881.jpg","11","C$13.69","C$13.69"
