web-scraper-order,web-scraper-start-url,build_a_figure_link,build_a_figure_link-href,figure_link,figure_link-href,name,description,image-src,price
"1700699945-860","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Queen Brood","https://www.actionfigure411.com/marvel/marvel-legends-queen-brood-baf-wave-1-price-guide.php","Queen Brood (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-queen-brood-queen-brood-baf-781.php","Marvel Legends Queen Brood (BAF) Queen Brood Build A Figure","Marvel Legends Queen Brood (BAF) Queen Brood Build A Figure 
Queen Brood complete build a figure.","/marvel/images/thumbs/queen-brood-baf-781.jpg","C$143.84"
"1700699947-861","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Queen Brood","https://www.actionfigure411.com/marvel/marvel-legends-queen-brood-baf-wave-1-price-guide.php","Marvel Girl (Cosmic)","https://www.actionfigure411.com/marvel/marvel-legends-queen-brood-marvel-girl-cosmic-780.php","Marvel Legends Marvel Girl (Cosmic) Queen Brood Build A Figure","Marvel Legends Marvel Girl (Cosmic) Queen Brood Build A Figure 
Cosmic Marvel Girl variation, Marvel Legends figure from Queen Brood Build A Figure series. Includes torso to complete Queen Brood BAF.","/marvel/images/thumbs/marvel-girl-cosmic-780.jpg","null"
"1700699949-862","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Queen Brood","https://www.actionfigure411.com/marvel/marvel-legends-queen-brood-baf-wave-1-price-guide.php","Marvel Girl","https://www.actionfigure411.com/marvel/marvel-legends-queen-brood-marvel-girl-779.php","Marvel Legends Marvel Girl Queen Brood Build A Figure","Marvel Legends Marvel Girl Queen Brood Build A Figure 
Marvel Girl Marvel Legends figure from Queen Brood Build A Figure series. Includes Torso to complete Queen Brood BAF.","/marvel/images/thumbs/marvel-girl-779.jpg","C$31.50"
"1700699952-863","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Queen Brood","https://www.actionfigure411.com/marvel/marvel-legends-queen-brood-baf-wave-1-price-guide.php","Hydra Agent (Open Mouth)","https://www.actionfigure411.com/marvel/marvel-legends-queen-brood-hydra-agent-open-mouth-778.php","Marvel Legends Hydra Agent (Open Mouth) Queen Brood Build A Figure","Marvel Legends Hydra Agent (Open Mouth) Queen Brood Build A Figure 
Hydra Agent variant with open mouth, Marvel Legends figure from Queen Brood Build A Figure series. Includes front left to complete Queen Brood BAF.","/marvel/images/thumbs/hydra-agent-open-mouth-778.jpg","C$31.35"
"1700699954-864","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Queen Brood","https://www.actionfigure411.com/marvel/marvel-legends-queen-brood-baf-wave-1-price-guide.php","Hydra Agent","https://www.actionfigure411.com/marvel/marvel-legends-queen-brood-hydra-agent-777.php","Marvel Legends Hydra Agent Queen Brood Build A Figure","Marvel Legends Hydra Agent Queen Brood Build A Figure 
Hydra Soldier Marvel Legends figure from Queen Brood Build A Figure series. Includes front left to complete Queen Brood BAF.","/marvel/images/thumbs/hydra-agent-777.jpg","C$32.24"
"1700699956-865","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Queen Brood","https://www.actionfigure411.com/marvel/marvel-legends-queen-brood-baf-wave-1-price-guide.php","Danger","https://www.actionfigure411.com/marvel/marvel-legends-queen-brood-danger-776.php","Marvel Legends Danger Queen Brood Build A Figure","Marvel Legends Danger Queen Brood Build A Figure 
Danger Marvel Legends figure from Queen Brood Build A Figure series. Includes wings to complete Queen Brood BAF.","/marvel/images/thumbs/danger-776.jpg","null"
"1700699958-866","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Queen Brood","https://www.actionfigure411.com/marvel/marvel-legends-queen-brood-baf-wave-1-price-guide.php","Cyclops","https://www.actionfigure411.com/marvel/marvel-legends-queen-brood-cyclops-775.php","Marvel Legends Cyclops Queen Brood Build A Figure","Marvel Legends Cyclops Queen Brood Build A Figure 
Cyclops Marvel Legends figure from Queen Brood Build A Figure series. Includes head to complete Queen Brood BAF.","/marvel/images/thumbs/cyclops-775.jpg","C$41.68"
"1700699960-867","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Queen Brood","https://www.actionfigure411.com/marvel/marvel-legends-queen-brood-baf-wave-1-price-guide.php","Colossus","https://www.actionfigure411.com/marvel/marvel-legends-queen-brood-colossus-774.php","Marvel Legends Colossus Queen Brood Build A Figure","Marvel Legends Colossus Queen Brood Build A Figure 
Colossus Marvel Legends figure from Queen Brood Build A Figure series. Includes right front to complete Queen Brood BAF.","/marvel/images/thumbs/colossus-774.jpg","C$47.96"
"1700699963-868","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Queen Brood","https://www.actionfigure411.com/marvel/marvel-legends-queen-brood-baf-wave-1-price-guide.php","Captain America","https://www.actionfigure411.com/marvel/marvel-legends-queen-brood-captain-america-773.php","Marvel Legends Captain America Queen Brood Build A Figure","Marvel Legends Captain America Queen Brood Build A Figure 
Captain America Marvel Legends figure from Queen Brood Build A Figure series. Includes left leg to complete Queen Brood BAF.","/marvel/images/thumbs/captain-america-773.jpg","C$29.26"
"1700699967-869","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Queen Brood","https://www.actionfigure411.com/marvel/marvel-legends-queen-brood-baf-wave-1-price-guide.php","Black Knight","https://www.actionfigure411.com/marvel/marvel-legends-queen-brood-black-knight-771.php","Marvel Legends Black Knight Queen Brood Build A Figure","Marvel Legends Black Knight Queen Brood Build A Figure 
Black Knight Marvel Legends figure from Queen Brood Build A Figure series. Includes right leg to complete Queen Brood BAF.","/marvel/images/thumbs/black-knight-771.jpg","null"
"1700699971-870","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Puff Adder","https://www.actionfigure411.com/marvel/marvel-legends-avengers-puff-adder-baf-wave-1-price-guide.php","Yelena Belova","https://www.actionfigure411.com/marvel/marvel-legends-puff-adder-yelena-belova-5517.php","Marvel Legends Yelena Belova Puff Adder Build A Figure","Marvel Legends Yelena Belova Puff Adder Build A Figure 
Trained by the spymasters of the infamous Red Room, Yelena Belova is the second operative to take on the role of Black Widow



Includes torso baf piece to complete Puff Adder Build-A-Figure.","/marvel/images/thumbs/yelena-belova-5517.jpg","C$25.38"
"1700699973-871","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Puff Adder","https://www.actionfigure411.com/marvel/marvel-legends-avengers-puff-adder-baf-wave-1-price-guide.php","Wonder Man","https://www.actionfigure411.com/marvel/marvel-legends-puff-adder-wonder-man-5519.php","Marvel Legends Wonder Man Puff Adder Build A Figure","Marvel Legends Wonder Man Puff Adder Build A Figure 
Longtime Avenger Simon Williams makes a move out West to join his friends as a founding member of the West-Coast Avengers.



Includes left arm baf piece to complete Puff Adder Build-A-Figure.","/marvel/images/thumbs/wonder-man-5519.jpg","C$24.64"
"1700699976-872","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Puff Adder","https://www.actionfigure411.com/marvel/marvel-legends-avengers-puff-adder-baf-wave-1-price-guide.php","Ultimate Captain America","https://www.actionfigure411.com/marvel/marvel-legends-puff-adder-ultimate-captain-america-5515.php","Marvel Legends Ultimate Captain America Puff Adder Build A Figure","Marvel Legends Ultimate Captain America Puff Adder Build A Figure 
The Captain America of the Ultimate Universe has served as the Allies’ super-soldier in World War II, the leader of the first Ultimates team.



Includes head baf piece to complete Puff Adder Build-A-Figure.","/marvel/images/thumbs/ultimate-captain-america-5515.jpg","C$32.89"
"1700699978-873","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Puff Adder","https://www.actionfigure411.com/marvel/marvel-legends-avengers-puff-adder-baf-wave-1-price-guide.php","Puff Adder (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-puff-adder-puff-adder-baf-5522.php","Marvel Legends Puff Adder (BAF) Puff Adder Build A Figure","Marvel Legends Puff Adder (BAF) Puff Adder Build A Figure 
Puff Adder Build-A-Figure.","/marvel/images/thumbs/puff-adder-baf-5522.jpg","C$66.05"
"1700699980-874","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Puff Adder","https://www.actionfigure411.com/marvel/marvel-legends-avengers-puff-adder-baf-wave-1-price-guide.php","Orb","https://www.actionfigure411.com/marvel/marvel-legends-puff-adder-orb-5520.php","Marvel Legends Orb Puff Adder Build A Figure","Marvel Legends Orb Puff Adder Build A Figure 
Ridiculed for his appearance since his youth, the mercenary known as Orb holds the ironic distinction of being partially responsible for blinding Uatu the Watcher.



Includes right arm baf piece to complete Puff Adder Build-A-Figure.","/marvel/images/thumbs/orb-5520.jpg","C$31.06"
"1700699982-875","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Puff Adder","https://www.actionfigure411.com/marvel/marvel-legends-avengers-puff-adder-baf-wave-1-price-guide.php","Molecule Man","https://www.actionfigure411.com/marvel/marvel-legends-puff-adder-molecule-man-5521.php","Marvel Legends Molecule Man Puff Adder Build A Figure","Marvel Legends Molecule Man Puff Adder Build A Figure 
Owen Reece aka Molecule Man possesses near-limitless power to re-order the world around him at the molecular level.



Includes left leg baf piece to complete Puff Adder Build-A-Figure.","/marvel/images/thumbs/molecule-man-5521.jpg","C$27.43"
"1700699984-876","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Puff Adder","https://www.actionfigure411.com/marvel/marvel-legends-avengers-puff-adder-baf-wave-1-price-guide.php","Iron Man (Extremis)","https://www.actionfigure411.com/marvel/marvel-legends-puff-adder-iron-man-extremis-5516.php","Marvel Legends Iron Man (Extremis) Puff Adder Build A Figure","Marvel Legends Iron Man (Extremis) Puff Adder Build A Figure 
Tony Stark’s new Extremis Iron Man armor utilizes nanotechnology to allow direct interface between his brain and the armor.



Does not include a baf part.","/marvel/images/thumbs/iron-man-extremis-5516.jpg","C$25.80"
"1700699986-877","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Puff Adder","https://www.actionfigure411.com/marvel/marvel-legends-avengers-puff-adder-baf-wave-1-price-guide.php","Baron Von Strucker","https://www.actionfigure411.com/marvel/marvel-legends-puff-adder-baron-von-strucker-5518.php","Marvel Legends Baron Von Strucker Puff Adder Build A Figure","Marvel Legends Baron Von Strucker Puff Adder Build A Figure 
Having served Hydra as far back as World War II, Baron Wolfgang Von Strucker stands as one of Captain America’s longest-living enemies. Cut off one head and two will take its place.



Includes right leg baf piece to complete Puff Adder Build-A-Figure.","/marvel/images/thumbs/baron-von-strucker-5518.jpg","C$29.15"
"1700699991-878","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Puck","https://www.actionfigure411.com/marvel/marvel-legends-xmen-puck-baf-wave-1-price-guide.php","Wolverine","https://www.actionfigure411.com/marvel/marvel-legends-puck-wolverine-686.php","Marvel Legends Wolverine Puck Build A Figure","Marvel Legends Wolverine Puck Build A Figure 
Marvel Legends Puck Series Wolverine Figure is 6"" in height and has multiple points of articulation. It comes with build-a-figure Puck's base","/marvel/images/thumbs/wolverine-686.jpg","C$54.72"
"1700699993-879","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Puck","https://www.actionfigure411.com/marvel/marvel-legends-xmen-puck-baf-wave-1-price-guide.php","Sabretooth","https://www.actionfigure411.com/marvel/marvel-legends-puck-sabretooth-687.php","Marvel Legends Sabretooth Puck Build A Figure","Marvel Legends Sabretooth Puck Build A Figure 
Marvel Legends Puck Series Sabretooth Figure is 6"" in height and has multiple points of articulation. It comes with build-a-figure Puck's head.","/marvel/images/thumbs/sabretooth-687.jpg","C$50.33"
"1700699995-880","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Puck","https://www.actionfigure411.com/marvel/marvel-legends-xmen-puck-baf-wave-1-price-guide.php","Emma Frost","https://www.actionfigure411.com/marvel/marvel-legends-puck-emma-frost-688.php","Marvel Legends Emma Frost Puck Build A Figure","Marvel Legends Emma Frost Puck Build A Figure 
Manipulators of Memory No mind can hide from these mutant mavens! One absorbs memories, one forges them through pure telepathic force! Includes Torso Puck BAF part.","/marvel/images/thumbs/emma-frost-688.jpg","null"
"1700699997-881","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Puck","https://www.actionfigure411.com/marvel/marvel-legends-xmen-puck-baf-wave-1-price-guide.php","Cyclops","https://www.actionfigure411.com/marvel/marvel-legends-puck-cyclops-685.php","Marvel Legends Cyclops Puck Build A Figure","Marvel Legends Cyclops Puck Build A Figure 
Marvel Legends Puck Series Cyclops Figure is 6 in height and has multiple points of articulation. It comes with build-a-figure Puck's arms.","/marvel/images/thumbs/cyclops-685.jpg","C$15.42"
"1700700000-882","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Puck","https://www.actionfigure411.com/marvel/marvel-legends-xmen-puck-baf-wave-1-price-guide.php","Puck (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-puck-puck-baf-689.php","Marvel Legends Puck (BAF) Puck Build A Figure","Marvel Legends Puck (BAF) Puck Build A Figure 
BAF to complete PUCK as part of the Marvel Legends X-Men series feature Wolverine, Cyclops, Sabertooth and Emma Frost.","/marvel/images/thumbs/puck-baf-689.jpg","C$48.00"
"1700700004-883","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Onslaught","https://www.actionfigure411.com/marvel/marvel-legends-onslaught-baf-wave-1-price-guide.php","Pyro","https://www.actionfigure411.com/marvel/marvel-legends-onslaught-pyro-890.php","Marvel Legends Pyro Onslaught Build A Figure","Marvel Legends Pyro Onslaught Build A Figure 
Marvel Legends Pyro from the Onslaught build a figure series. Includes torso to complete BAF.","/marvel/images/thumbs/pyro-890.jpg","C$28.43"
"1700700006-884","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Onslaught","https://www.actionfigure411.com/marvel/marvel-legends-onslaught-baf-wave-1-price-guide.php","Onslaught (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-onslaught-onslaught-baf-891.php","Marvel Legends Onslaught (BAF) Onslaught Build A Figure","Marvel Legends Onslaught (BAF) Onslaught Build A Figure 
Marvel Legends Onslaught complete build a figure.","/marvel/images/thumbs/onslaught-baf-891.jpg","C$63.39"
"1700700008-885","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Onslaught","https://www.actionfigure411.com/marvel/marvel-legends-onslaught-baf-wave-1-price-guide.php","Loki (Long Horns)","https://www.actionfigure411.com/marvel/marvel-legends-onslaught-loki-long-horns-889.php","Marvel Legends Loki (Long Horns) Onslaught Build A Figure","Marvel Legends Loki (Long Horns) Onslaught Build A Figure 
Marvel Legends Loki long horns variant from the Onslaught build a figure series. Includes right arm to complete BAF.","/marvel/images/thumbs/loki-long-horns-889.jpg","C$25.24"
