web-scraper-order,web-scraper-start-url,action_figure_link,action_figure_link-href,name,image-src,price,description
"1700691666-177","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Boba Fett (In Disguise - Comic)","https://www.actionfigure411.com/star-wars/6-black-series/50th-anniversary/boba-fett-in-disguise-comic-4475.php","Star Wars 6"" Black Series Boba Fett (In Disguise - Comic)","/star-wars/images/thumbs/boba-fett-in-disguise-comic-4475.jpg","C$76.49","Star Wars 6"" Black Series Boba Fett (In Disguise - Comic) 
When complications arise in the delivery of Han Solo frozen in carbonine to Jabba the Hutt, Boba Fett must strike a deal with Doc Ragon to ensure Han makes to Tatooine in one piece. As payment, Doc ask Fett to kill a local fighting pit warrior - Wyrmen Lictor. Fett must disguise himself with nano-spray paint so he can enter the fighting area and kill Lictor without suffering the repercussions of his task by being recognized."
"1700691668-178","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Black Krrsantan (Comic)","https://www.actionfigure411.com/star-wars/6-black-series/50th-anniversary/black-krrsantan-comic-3990.php","Star Wars 6"" Black Series Black Krrsantan (Comic)","/star-wars/images/thumbs/black-krrsantan-comic-3990.jpg","C$31.34","Star Wars 6"" Black Series Black Krrsantan (Comic) 
One of few Wookiee bounty hunters, the ferocious Black Krrsantan has worked for the likes of Jabba the Hutt and Darth Vader."
"1700691670-179","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Sergeant Kreel (Comic)","https://www.actionfigure411.com/star-wars/6-black-series/50th-anniversary/sergeant-kreel-comic-4128.php","Star Wars 6"" Black Series Sergeant Kreel (Comic)","/star-wars/images/thumbs/sergeant-kreel-comic-4128.jpg","C$54.13","Star Wars 6"" Black Series Sergeant Kreel (Comic) 
Sergeant Kreel, formerly undercover Agent 5241, serves as the leader of an elite group of SCAR troopers, Task Force 99, under the direct command of Darth Vader. STAR WARS: Fans and collectors can imagine scenes from the Star Wars Galaxy with this premium Sergeant Kreel toy, inspired by the Star Wars comic book."
"1700691672-180","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Princess Leia Organa (Comic)","https://www.actionfigure411.com/star-wars/6-black-series/50th-anniversary/princess-leia-organa-comic-4127.php","Star Wars 6"" Black Series Princess Leia Organa (Comic)","/star-wars/images/thumbs/princess-leia-organa-comic-4127.jpg","C$26.54","Star Wars 6"" Black Series Princess Leia Organa (Comic) 
After the destruction of Alderaan, her homeworld, Leia tries to find and protect the remaining Alderaanian that are scattered across the galaxy with the help of Rebel pilot Evaan Verlaine and R2-D2."
"1700691674-181","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Mace Windu (Clone Wars Tartakovsky)","https://www.actionfigure411.com/star-wars/6-black-series/50th-anniversary/mace-windu-clone-wars-tartakovsky-2878.php","Star Wars 6"" Black Series Mace Windu (Clone Wars Tartakovsky)","/star-wars/images/thumbs/mace-windu-clone-wars-tartakovsky-2878.jpg","C$24.65","Star Wars 6"" Black Series Mace Windu (Clone Wars Tartakovsky) 
A grim Jedi Master, Mace Windu was the champion of the Jedi Order, with little tolerance for the failings of the Senate, the arguments of politicians, or the opinions of rebellious Jedi."
"1700691676-182","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Princess Leia Organa (Yavin 4 - POTF2)","https://www.actionfigure411.com/star-wars/6-black-series/50th-anniversary/princess-leia-organa-yavin-4-potf2-3647.php","Star Wars 6"" Black Series Princess Leia Organa (Yavin 4 - POTF2)","/star-wars/images/thumbs/princess-leia-organa-yavin-4-potf2-3647.jpg","C$26.76","Star Wars 6"" Black Series Princess Leia Organa (Yavin 4 - POTF2) 
PRINCESS LEIA ORGANA (YAVIN 4): After Luke Skywalker destroyed the Death Star with help from Han Solo and Chewbacca, Princess Leia Organa presented them medals for their bravery on Yavin 4. This Star Wars The Black Series action figure comes with 1 detachable entertainment-inspired medal accessory"
"1700691678-183","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Infinities Darth Vader (Comic)","https://www.actionfigure411.com/star-wars/6-black-series/50th-anniversary/infinities-darth-vader-comic-4126.php","Star Wars 6"" Black Series Infinities Darth Vader (Comic)","/star-wars/images/thumbs/infinities-darth-vader-comic-4126.jpg","C$37.31","Star Wars 6"" Black Series Infinities Darth Vader (Comic) 
Vader duels Luke aboard the second Death Star when Leia arrives revealing that she too is a Skywalker. Unable to confront both his children, he turns from the dark side. He reemerges as a Jedi once more, clad all in white"
"1700691681-184","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","George Lucas (Stormtrooper Disguise)","https://www.actionfigure411.com/star-wars/6-black-series/50th-anniversary/george-lucas-stormtrooper-disguise-3334.php","Star Wars 6"" Black Series George Lucas (Stormtrooper Disguise)","/star-wars/images/thumbs/george-lucas-stormtrooper-disguise-3334.jpg","C$29.75","Star Wars 6"" Black Series George Lucas (Stormtrooper Disguise) 
We pay homage to George Lucas and his remarkable accomplishments in film with a likeness of the director himself, clad in the distinctive armor of Imperial stormtrooper."
"1700691683-185","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","General Grievous (Clone Wars Tartakovsky)","https://www.actionfigure411.com/star-wars/6-black-series/50th-anniversary/general-grievous-clone-wars-tartakovsky-2879.php","Star Wars 6"" Black Series General Grievous (Clone Wars Tartakovsky)","/star-wars/images/thumbs/general-grievous-clone-wars-tartakovsky-2879.jpg","C$31.46","Star Wars 6"" Black Series General Grievous (Clone Wars Tartakovsky) 
General Grievous was a brilliant Separatist military strategist and a feared Jedi hunter, known for his ruthlessness and hacking cough."
"1700691685-186","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Arc Trooper (Clone Wars Tartakovsky)","https://www.actionfigure411.com/star-wars/6-black-series/50th-anniversary/arc-trooper-clone-wars-tartakovsky-2877.php","Star Wars 6"" Black Series Arc Trooper (Clone Wars Tartakovsky)","/star-wars/images/thumbs/arc-trooper-clone-wars-tartakovsky-2877.jpg","C$39.99","Star Wars 6"" Black Series Arc Trooper (Clone Wars Tartakovsky) 
Advanced Recon Commandos, also known as ARC Troopers, are elite clone troopers who are considered the best of the best in the Grand Republic Army."
"1700691687-187","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Luke Skywalker & Ysalamiri (Comic)","https://www.actionfigure411.com/star-wars/6-black-series/50th-anniversary/luke-skywalker-ysalamiri-comic-2051.php","Star Wars 6"" Black Series Luke Skywalker & Ysalamiri (Comic)","/star-wars/images/thumbs/luke-skywalker-ysalamiri-comic-2051.jpg","C$29.94","Star Wars 6"" Black Series Luke Skywalker & Ysalamiri (Comic) 
LUKE SKYWALKER: Five years after the destruction of the Death Star, Luke Skywalker fears there is no hope as the remnants of the Imperial fleet are readied for war under the command of Grand Admiral Thrawn. Using ysalamiri to sever a developing Jedi clone’s connection to the Force allowed mentally stable Jedi clones to be created—a discovery Thrawn would use in his war against Luke Skywalker and the New Republic."
"1700691689-188","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Jaxxon (Comic)","https://www.actionfigure411.com/star-wars/6-black-series/50th-anniversary/jaxxon-comic-2053.php","Star Wars 6"" Black Series Jaxxon (Comic)","/star-wars/images/thumbs/jaxxon-comic-2053.jpg","C$19.20","Star Wars 6"" Black Series Jaxxon (Comic) 
Jaxxon is a 6-foot tall, green-furred, Lepi and captain of the Rabbit’s Foot. Known for his wisecracks and karate kicks, Jaxxon has helped Han Solo and Chewbacca out on more than one occasion"
"1700691691-189","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Darth Maul (Comic)","https://www.actionfigure411.com/star-wars/6-black-series/50th-anniversary/darth-maul-comic-2054.php","Star Wars 6"" Black Series Darth Maul (Comic)","/star-wars/images/thumbs/darth-maul-comic-2054.jpg","C$36.40","Star Wars 6"" Black Series Darth Maul (Comic) 
Darth Sidious’ apprentice and enforcer, Darth Maul, has cut his way through the ranks of the galactic crime syndicate Black Sun to take on the pinnacle of their organization."
"1700691694-190","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Carnor Jax (Comic)","https://www.actionfigure411.com/star-wars/6-black-series/50th-anniversary/carnor-jax-comic-2052.php","Star Wars 6"" Black Series Carnor Jax (Comic)","/star-wars/images/thumbs/carnor-jax-comic-2052.jpg","C$22.10","Star Wars 6"" Black Series Carnor Jax (Comic) 
Training himself in the ways of the dark side of the Force, Carnor Jax became one of the most formidable members of the Imperial Guard. He betrayed his brotherhood by usurping the Imperial throne."
"1700691696-191","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Qui-Gon Jinn (TPM)","https://www.actionfigure411.com/star-wars/6-black-series/50th-anniversary/qui-gon-jinn-tpm-1642.php","Star Wars 6"" Black Series Qui-Gon Jinn (TPM)","/star-wars/images/thumbs/qui-gon-jinn-tpm-1642.jpg","C$79.93","Star Wars 6"" Black Series Qui-Gon Jinn (TPM) 
A wise and powerful Jedi, Qui-Gon Jinn discovers young Anakin Skywalker, proving to be a pivotal event to the entire galaxy. Commemorate the first 50 years of Lucasfilm with figures inspired by the Star Wars prequel trilogy, featuring Star Wars: The Phantom Menace-themed packaging."
"1700691698-192","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Obi-Wan Kenobi (Clone Wars)","https://www.actionfigure411.com/star-wars/6-black-series/50th-anniversary/obi-wan-kenobi-clone-wars-2379.php","Star Wars 6"" Black Series Obi-Wan Kenobi (Clone Wars)","/star-wars/images/thumbs/obi-wan-kenobi-clone-wars-2379.jpg","C$72.87","Star Wars 6"" Black Series Obi-Wan Kenobi (Clone Wars) 
Obi-Wan Kenobi became a general in the Army of the Republic as the Clone Wars continued, having many adventures with Anakin Skywalker. Features a recreation of the original clone trooper helmet packaging."
"1700691700-193","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Mace Windu (TPM)","https://www.actionfigure411.com/star-wars/6-black-series/50th-anniversary/mace-windu-tpm-1641.php","Star Wars 6"" Black Series Mace Windu (TPM)","/star-wars/images/thumbs/mace-windu-tpm-1641.jpg","C$39.18","Star Wars 6"" Black Series Mace Windu (TPM) 
A respected Jedi Master and a senior member of the Jedi Council, Mace Windu wields a great deal of authority throughout the Galactic Republic. Commemorate the first 50 years of Lucasfilm with figures inspired by the Star Wars prequel trilogy, featuring Star Wars: The Phantom Menace-themed packaging"
"1700691702-194","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Luke Skywalker (POTF2)","https://www.actionfigure411.com/star-wars/6-black-series/50th-anniversary/luke-skywalker-potf2-2720.php","Star Wars 6"" Black Series Luke Skywalker (POTF2)","/star-wars/images/thumbs/luke-skywalker-potf2-2720.jpg","C$33.11","Star Wars 6"" Black Series Luke Skywalker (POTF2) 
Luke Skywalker was a Tatooine farmboy who rose from humble beginnings to become one of the greatest Jedi the galaxy has ever known. Lucasfilm 50th Anniversary Commemorative 6″ Figures replicating the POTF2 line from 1995."
"1700691704-195","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Obi-Wan Kenobi (Kenner)","https://www.actionfigure411.com/star-wars/6-black-series/50th-anniversary/obi-wan-kenobi-kenner-1639.php","Star Wars 6"" Black Series Obi-Wan Kenobi (Kenner)","/star-wars/images/thumbs/obi-wan-kenobi-kenner-1639.jpg","C$42.45","Star Wars 6"" Black Series Obi-Wan Kenobi (Kenner) 
Ben (OBI-Wan) Kenobi LUCASFILM 50TH ANNIVERSARY FIGURE: Commemorate the first 50 years of Lucasfilm with figures inspired by the original Star Wars trilogy.

VINTAGE-INSPIRED PACKAGING: The Black Series Lucasfilm 50th Anniversary 6-inch-scale original Star Wars trilogy figures feature original Kenner branding. Exclusive to Amazon"
"1700691706-196","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Jawa (Kenner)","https://www.actionfigure411.com/star-wars/6-black-series/50th-anniversary/jawa-kenner-1638.php","Star Wars 6"" Black Series Jawa (Kenner)","/star-wars/images/thumbs/jawa-kenner-1638.jpg","C$34.75","Star Wars 6"" Black Series Jawa (Kenner) 
LUCASFILM 50TH ANNIVERSARY FIGURE: Commemorate the first 50 years of Lucasfilm with figures inspired by the original Star Wars trilogy.

VINTAGE-INSPIRED PACKAGING: The Black Series Lucasfilm 50th Anniversary 6-inch-scale original Star Wars trilogy figures feature original Kenner branding. Exclusive to Amazon and shipped in a brown shipping sleeve."
